,id,sentence,price,quality,environment,service,other
1014,256,do not have tooty fruity unless it s just a scoop with no add ons ,,Negative,,,
1015,257,very bad service and worst food they showing with coke but they didn t send taste is very bad dont go this restaurant very very bad experience with this restaurant,,Negative,,Negative,
1016,258,place located just opposite of dlf gate no 3  which is very much easy to reach ,,,Positive,,
1017,258,just reached this place to explore some of their expertise dishes and found lost  ,,,,,
1018,258,food quality and staff slowness made me horrible ,,Negative,,Negative,
1019,258,seems they have done some renovation recently  which give something new and good feeling ,,,,,Positive
1020,258,but to be honest  in a restaurant people visit for good food followed by service ,,,,,
1021,258,and if this is not maintained then there is no meaning    ,,,,,
1022,258,all the best guys and please do some deep thinking and improve the food quality and service part ,,,,,
1023,259,horrible first time experience ,,,,,Negative
1024,259,i would never suggest ordering or going to this restaurant ,,,,,Negative
1025,259,they have absolutely no regards for the customer satisfaction ,,,,Negative,
1026,259,i ordered food from this restaurant and after first accepting my order they go ahead and decline it after an hour ,,,,Negative,
1027,259,when i called the restaurant they say that it was the zomato delivery guy declined it ,,,,Negative,
1028,259,i called zomato and they say that the restaurant never responded to their call and so they had to cancel it ,,,,Negative,
1029,259,i called the delivery guy and he said that the restaurant told him that some one else picked up the order ,,,,Negative,
1030,259,i am not sure who is at fault here but i had a horrendous experience overall ,,,,,
1031,259,so  i am not going to order or go to this restaurant again and wouldn t recommend it to anyone for their pathetic customer service ,,,,Negative,
1032,260,pathetic ,,,,,Negative
1033,260,   very small and loud  no proper starters and every other menu was not available ,,Negative,Negative,Negative,
1034,260,may be it was our wrong selection of restaurant ,,,,,
1035,260,it s not a multicusine restaurant ,,,,,
1036,261,i could rate below one  where i didn t satisfy on billing part  i didn t know how they are collecting customer money   for me it s very disheartening on bill amount they are taking 7  optional service charges  my bill amount was around 2k means 126  they are removed when i was asked to them  it s not fair   it s another type of integrity in business  ,Negative,,,,
1037,262,one of the worst biriyanis i ate  ,,Negative,,,
1038,262,home deliverd thru zomato  ,,,,Negative,
1039,262,very worse  ,,,,,Negative
1040,262,i wud like to cook my self though tired than ordering in behrouse one of the worst biryani i ever had ,,Negative,,,
1041,262,one has to pay for packaging only ,,,,Negative,
1042,262,big packaging and less quantity ,,Negative,,Negative,
1043,262,one should never order from behroz biryani ,,,,,Negative
1044,262,do not go with their briyani picturs shown on website in reality its only rice packed in some big attractive boxesnever try biryani here   however we were shocked to find just one piece of mutton in the biryani ,,Negative,,,
1045,262,not sure how behrouz expected us to consume the box full of rice with a small piece of mutton ,,Negative,,,
1046,262,we have decided not to order anymore from this restaurant ,,,,,Negative
1047,262,worst of a kind and never tasted such filthy biryani in my life   and secondly they are charging bomb price for such filthy biryani ie 379  no taste and no quality ,,Negative,,,
1048,262,i wonder where he brought his chef from to prepare biryani   guess from a local slum area to get this biryani made and serving to innocent public of hyderabad  note  increase the quality food then no matter what the price is  ,Negative,Negative,,,
1049,263,maybe all these 4 and 5 star reviews are paid ones ,,,,,
1050,263,ordered aloo paratha    first of all quality of the food is bad ,,Negative,,,
1051,263,bad odour from raita and then instead of sending pickle  they sent something where i can only see mirchis but no pickle ,,Negative,,,
1052,264,very bad service ,,,,Negative,
1053,264,90  time you will keep on waiting for food ,,,,Negative,
1054,264,even when i ordered thali  thwy took more than half n hour to bring it ,,,,Negative,
1055,264,even the food was nothing compare to rajdhani     ,,,,,
1056,265,the the chicken on the sandwich was stale and inedible  ,,Negative,,,
1057,265,highly unprofessional from a restaurant like yours i want my money refunded,,,,Negative,
1058,266,visited this place yesterday after going through some of the very good reviews and i must say it s the worst experience for us  we ordered pizza and it smelled very bad  ,,Negative,,,
1059,266,secondly we ordered caesar salad and chicken was rubbery and we ended up eating only salad then we ordered club sandwich and spaghetti pasta   club sandwich was ok but again spaghetti was tasteless and bland and had to leave whole dish ,,Negative,,Negative,
1060,266,didn t expected such a bad quality food from brand like hyatt and they ended up spoiling our evening  ,,Negative,,Negative,
1061,267,this food is very worst i have no words to say this is too much yach   you people are like begger for money and also i want to let you know that i am never going to order from you soon,,Negative,,,
1062,268,i had a family lunch today at ulavacharu gachibowli ,,,,,
1063,268,natukodi kaju vepudu was seriously bad in taste  chicken higeneness ,,Negative,,,
1064,268,when we complain about the same  staff didn t respond in proper manner ,,,,Negative,
1065,269,the taste is very bad and the quantity is very very very ,,Negative,,,
1066,269,very very lessssssssssssssssss ,,Negative,,,
1067,269,which will not be sufficient ,,Negative,,,
1068,269,very bad packing also,,,,Negative,
1069,270,we went for lunch and ordered two sizzlers  veg and non veg ,,,,,
1070,270,both were not up to the mark ,,Negative,,,
1071,270,taste was not good and portion size was less ,,Negative,,,
1072,270,not enough veggies in the dish ,,Negative,,,
1073,270,but one good thing i liked the ambience ,,,Positive,,
1074,270,need to improve loads on the taste part,,Negative,,,
1075,271,came here on a thursday evening for dinner only to be served the worst quality food ,,Negative,,,
1076,271,the service was absolutely terrible    no air conditioning in the sweltering heat     after multiple requests we got our food   literally begged for the food to be served     what s not there on the buffet menu also they don t tell the customer    the main course was served cold    pre scooped ice creams   and what not  some mango juice they served    don t know how that was drinkable     ,,,Negative,Negative,
1077,271,worst decision to spend our evening here    absolutely terrible experience  giving one star because i can t give  5  food    100 5 service   can t put a negative number that high ambience   no air conditioning on a summer evening price   not worth even 1 5th,,Negative,Negative,Negative,
1078,272,ordered today veg thali via uber eats ,,,,,
1079,272,was reading reviews and expected it to be nice ,,,,,
1080,272,on the contrary  it was a pathetic experience ,,,,,
1081,272,below item wise feedback  butter roti  made full of maida and instead of butter  it seems like used edible oil was recycled for these so called rotis ,,Negative,,,
1082,272,they should call it a naan actually salad  carrot was rotten and not too sure who asked you to provide them anyways paneer   it is so much stale and so hard to chew ,,Negative,,,
1083,272,am sure it has exceeded it s expiry date ,,Negative,,,
1084,272,dal makhani   this was good and loved it ,,Positive,,,
1085,272, the only item in entire meal which i liked  mix vegetable   it s only beans with gravy which tastes awful mix raita   while the curd part was good  the boondi used was really so stale and it tastes like grease ,,Negative,,,
1086,272,hope you take some action on this and not to cheat customers with the name of authentic punjabi with some nice reviews,,,,,
1087,273,service was horrible ,,,,Negative,
1088,273,waiters dint even feel like taking the order     the resturant was not busy also for giving that as an excuse  resturant has very poor service,,,,Negative,
1089,274,very bad packing of the food ,,,,Negative,
1090,274,it all got mixed with each other ,,,,Negative,
1091,274,couldn t have the meal which i ordered ,,,,Negative,
1092,274,pls make sure to pack properly when sending it for the delivery ,,,,,
