,sentence,price,quality,environment,service,other
1748,service was poor except for one server who was courteous and smiling ,0,0,0,1,0
1749,we ordered fresh lime soda which was not sour starter were okay  hence 2 star  ,0,1,0,0,0
1750,but main course was pathetic ,0,1,0,0,0
1751,we still couldn t figure our how they screed up simple thing like paneer butter masala ,0,1,0,0,0
1752,tasteless ,0,1,0,0,0
1753,ordered lazeez bhuna murgh biryani  boneless  really disappointed with the the food  quality and quantity wise its decent ,0,1,0,0,0
1754,but taste wise its bad  ,0,1,0,0,0
1755,we went there yesterday and as usual they did not have many foreign beers present but mentioned in menu ,0,0,0,1,0
1756,second they provided custom menu for zomato gold and asked to get free drink only from that menu ,0,0,0,1,0
1757,zomato gold and this restaurant is not good as they keep changing conditions and we customers suffer ,0,0,0,1,0
1758,zomato says you can get free dish from complete menu and manager said no we can only give free dish from custom small menu,0,0,0,1,0
1759,the most important factor which i take into consideration is  service ,0,0,0,0,0
1760,and if they are rude  don t give any importance to customers  they don t deserve anything ,0,0,0,1,0
1761,giving 2 stars just for the ambience,0,0,1,0,0
1762,had a very disappointing experience ,0,0,0,0,1
1763,the place didn t do justice to it s rating ,0,0,0,0,0
1764,i don t know what happened  maybe the chef had a bad day or maybe that s how the food generally is ,0,1,0,0,0
1765,ordered fries with cheese which was poorly seasoned  the fish in fish and chips was literally dripping in oil ,0,1,0,0,0
1766,there didn t seem any effort put into the potato wedges that come on the side of the burger ,0,1,0,0,0
1767,the service was good   if only food was half as decent ,0,1,0,1,0
1768,were there for my friend s birthday party as the place is nearer to her ,0,0,0,0,0
1769,it s a small place with around 6 7 tables  with only two stewards ,0,0,1,0,0
1770,service is good as the place is not so crowded at the time we went ,0,0,0,1,0
1771,had manchow soup which can be much better ,0,1,0,0,0
1772,lipta mushroom isn t that great  mushroom isn t fresh ,0,1,0,0,0
1773,there s no crispness in the crispy corn ,0,1,0,0,0
1774,egg biryani is good ,0,1,0,0,0
1775,overall not satisfied with the food much ,0,1,0,0,0
1776,even pricing is little high  in comparison with the taste and quality ,1,1,0,0,0
1777,bad paratha  it was plain paratha no stuffing,0,1,0,0,0
1778,food was stale when ordered through swiggy pop ,0,1,0,0,0
1779,rita salad everything was smelling stale had to order again and discard this food ,0,1,0,0,0
1780,please send proper food through swiggy pop,0,1,0,0,0
1781,we ordered noodles and some gravy with mushrooms and baby corn ,0,0,0,0,0
1782,the noodles had lots of uncooked cauliflower and onions  half cooked ,0,1,0,0,0
1783,the gravy was also flat in taste with lot of oil and lots of eggplant ,0,1,0,0,0
1784,below average taste ,0,1,0,0,0
1785,tomato rice was worst ,0,1,0,0,0
1786,muffin cake is very hard ,0,1,0,0,0
1787,vada is roasted more ,0,1,0,0,0
1788,burger quality was not good,0,1,0,0,0
1789, over rated ,0,0,0,0,1
1790,i feel it is ,0,0,0,0,0
1791,desserts are good   food  3 7 ambiance  3 7 service  2 7 vfm   2 7  jonathan kitchen had been on my check list for quite some time  ,0,1,1,1,0
1792,i was very happy when we finally went over a weekend for the buffet  ,0,0,0,0,0
1793,the early impressions were not great as it seemed very crowded and the ambiance wasnt bright which aroused a non positive vibe   as we dint want to go to another restaurant at that time   we proceeded to have the buffet  ,0,0,1,0,0
1794,except for the desserts section which was huge  i was disappointed with the overall quality of the food  ,0,1,0,0,0
1795,the taste want great and at the same time  the meat had a lot of bones   service was bad  ,0,1,0,1,0
1796,there was always a shortage of plates and the dessert spoon they gave me was the highlight of the whole experience    ,0,0,0,1,0
1797,though i love chinese but this place was a big disappointment for us   ,0,0,0,0,1
1798,the taste was too bad  ,0,1,0,0,0
1799,the price is high   lamb was not properly cooked  ,1,1,0,0,0
1800,it tasted like rubber  ,0,1,0,0,0
1801,chilly chicken was so bland  crispy honey chicken was not at all crispy ,0,1,0,0,0
1802,we had to ask them to re do it ,0,1,0,0,0
1803,somehow they have not maintained thr quality nor taste ,0,1,0,0,0
1804,they run out of coffee regularly ,0,0,0,1,0
1805,the store is very poorly managed ,0,0,0,1,0
1806,it takes at least ten minutes for them to generate the bill even when there is no one else there because their systems are always down ,0,0,0,1,0
1807,worst service i ever experienced ,0,0,0,1,0
1808,if we order an item no one take responsibility to bring it ,0,0,0,1,0
1809,they will stay at the corner and chit chat each other ,0,0,0,1,0
1810,there was a lady i said ur servicing was very worst and smiled in sarcastic way and went off ,0,0,0,1,0
1811,they will replace items after 20min ,0,0,0,1,0
1812,we have to wait for that item ,0,0,0,1,0
1813,even bowls for sweets they will bring after half an hour that too not more than 5 ,0,0,0,1,0
1814,at last i feed up with the services and had thought to have sweet and i find an cockroache in the bowl i called the lady and waiter they did not responded ,0,0,1,1,0
1815,then i went to kitchen and called a person ranjith he took the bowl and went inside the kitchen and came back and said sorry and offered 5 ice creams ,0,0,0,1,0
1816,we were around 30 people ,0,0,0,0,0
1817,and he saying to come in the evng or next day ,0,0,0,0,0
1818,i don t know what they think about the customers ,0,0,0,0,0
1819,basically it looks like decent and star hotel but the people and the service just like irani cafe ,0,0,0,1,0
1820,at least in cafe if we order they will get it fast or else inform us if it late ,0,0,0,0,0
1821,i heard lot about jonathan kitchen food is absolutely good ,0,1,0,0,0
1822,but the people their behaviour and neatness was very very bad ,0,0,0,1,0
1823,kindly find the attachment ,0,0,0,0,0
1824,thank you and i never visit u ,0,0,0,0,0
1825,i almost forgot to write the review as i got too busy until i found these pictures in my gallery ,0,0,0,0,0
1826,i was here for a lunch with my colleagues last month ,0,0,0,0,0
1827,what a bad day it was ,0,0,0,0,0
1828,when you have already been to the place and have a nice set of expectations from the food ,0,0,0,0,0
1829,first of all  the presence of foreign particles in food questions the level of hygiene inside the kitchen ,0,0,0,0,0
1830,i was probably too lucky that day to have two such instances ,0,0,0,0,0
1831,i politely asked to replace the drink that was served ,0,0,0,0,0
1832,but things got too much for me when i found a hair in the crispy corn ,0,1,0,0,0
1833,when i put this into light to the serving staff  they just tried to take away the plate and all i got to listen was they will replace it ,0,0,0,1,0
1834,that s what drove me mad ,0,0,0,0,1
1835,when i demanded to see the manager  he apologized and asked for the plate replacement ,0,0,0,1,0
1836,but i was done with the food now ,0,0,0,0,1
1837,no more nonsense ,0,0,0,0,1
1838,at the end  the manager showed up with a specially made choco vanilla dessert in pic  ,0,0,0,1,0
1839,not just the hygiene  but the service was bad too ,0,0,0,1,0
1840,the team was all the time waiting for them to get the food ,0,0,0,0,0
1841,the overall experience was bad  something not expected from a bbq nation ,0,0,0,0,1
1842,not provided any carry bags  difficult to cary multiple packs one time ,0,0,0,1,0
1843,biryani quality not good,0,1,0,0,0
1844,butter milk is waste ,0,1,0,0,0
1845,went there after hearing a lot of buzz about this being a go to north eastern place  but such a bummer ,0,0,0,0,1
1846,ambience   1star  the place doesn t not have exhaust or ventilation and has only 2 acs which seemed to not work ,0,0,1,0,0
1847,it s connected to the kitchen so was smelling of the meat ,0,0,1,0,0
1848,no music ,0,0,1,0,0
1849,we were asked to occupy a table which had used plates still kept ,0,0,1,0,0
1850,service  1 star ,0,0,0,1,0
1851,the staff didn t seem very welcoming and had be prompted twice or thrice before they attended to us ,0,0,0,1,0
1852,not to mention it took them 30 minutes just to get the mocktails we already read about their slow service so was expecting it  non veg food  momos were very average like that of zomos may be ,0,0,0,1,0
1853,veg  the ramyum noodles were literally veg maggi ,0,1,0,0,0
1854,very misleading name and price ,0,0,0,1,0
1855,veg kimchi rice was stale and smelling of old rice ,0,1,0,0,0
1856,over hyped place no neatness ,0,0,0,0,1
1857,they open branches in hot places so that they will get the customers no matter what especially this dlf branch is no where preferable ,0,0,0,0,1
1858,the ambience was good ,0,0,1,0,0
1859,we 12 ppl went there for dinner ,0,0,0,0,0
1860,some of us ordered biriyani  some had kulcha nun with kadai murg ,0,0,0,0,0
1861,for starters we all ordered chicken drumsticks ,0,0,0,0,0
1862,starter was delicious but they didn t provide salad and sufficient chatney ,0,1,0,1,0
1863,for biriyani they took much time and at the end when we tasted it we felt disappointed ,0,1,0,1,0
1864,they told special chicken biriyani and mutton keema biriyani are their special dishes ,0,0,0,0,0
1865,but the rice was sour ,0,1,0,0,0
1866,with biriyani the gravy they provided didn t have any salt ,0,0,0,1,0
1867,may b they tried to compensate ,0,0,0,0,0
1868,one of my friends ordered jaljeera which was the most humorous and worthless thing they provided and it took 40 rs ,0,1,0,0,0
1869,and about the service  it was good till we pay the bill ,0,0,0,1,0
1870,frankly speaking we found this restaurant from dine out app and we wanted to pay via that app ,0,0,0,0,0
1871,but they showed some vague reasons and showed reluctance to accept ,0,0,0,1,0
1872,atlast though they agreed ,0,0,0,0,0
1873,overall we weren t satisfied at all ,0,0,0,0,1
1874,ordered paneer lababdar but der was hardly 4 pieces of panner on it ,0,1,0,0,0
1875,disgusting,0,0,0,0,1
1876,went there for a dinner buffet ,0,0,0,0,0
1877,highly disappointing ,0,0,0,0,1
1878,firstly  they quoted wrong price over the call ,0,0,0,1,0
1879,on top of it  there were very limited items in the buffet ,0,1,0,0,0
1880,the ones that were there were mediocre as well ,0,0,0,0,0
1881,we felt a road side dhaba would have been better ,0,1,0,0,0
1882,ordered chicken tikka from here ,0,0,0,0,0
1883,never had itna oily chicken tikka in my life ,0,0,0,0,0
1884,the oil was dripping uncontrollably from the box  the packing was bad ,0,1,0,1,0
1885,the naans were full of oil  the plastic was full of oil  the sabji was so spicy that we could not finish it ,0,1,0,1,0
1886,basically waste of money ,0,0,0,0,1
1887,food is good  but for the second time around they didn t send us our complete order ,0,1,0,1,0
1888,had ordered 4 naans  got only 2 ,0,0,0,0,0
1889,also got daal tadka instead of daal makhani ,0,0,0,1,0
1890,not sure if its the ramadaan rush  but now twice in a row our online orders thru zomato have been messed up ,0,0,0,1,0
1891,probably will avoid going forward ,0,0,0,0,1
1892,service was particularly slow on this friday night ,0,0,0,1,0
1893,servings were really small and the food was cold ,0,1,0,0,0
1894,they did mess up one of the orders and didn t change it either ,0,0,0,1,0
1895,room for much improvement ,0,0,1,0,0
1896,chicken taste is not good,0,1,0,0,0
1897,this place has quite a ambience to visit for   but that s all you ll get at this place ,0,1,0,0,0
